Word,Confusions
फिर्र,पिर्र
पिल,फिल
फिल,पिल
पिलपिल,फिलफिल
फिलफिल,पिलपिल
पिलपिलाउनु,फिलफिलाउनु
फिलफिलाउनु,पिलपिलाउनु
पिलपिले,फिलफिले
फिलफिले,पिलपिले
पिलिपिली,पिलीपिली
पिलीपिली,पिलिपिली
पिलिली,फिलिली
फिलिली,पिलिली
पिलिल्ल,फिलिल्ल
फिलिल्ल,पिलिल्ल
पिलो,फिलो
फिलो,पिलो
पिल्को,फिल्को
फिल्को,पिल्को
पिशाच,पिसाच
पिसाच,पिशाच
पिस,"फिस, फीस"
फिस,फीस
फीस,फिस
पिसल्नु,फिसल्नु
फिसल्नु,पिसल्नु
पिसाइ,फिसाइ
फिसाइ,पिसाइ
पिसाउनु,फिसाउनु
फिसाउनु,पिसाउनु
पिसिनु,फिसिनु
फिसिनु,पिसिनु
पिसोलाइ,फिसोलाइ
फिसोलाइ,पिसोलाइ
पिसोलाइनु,फिसोलाइनु
फिसोलाइनु,पिसोलाइनु
पिसोलिनु,फिसोलिनु
फिसोलिनु,पिसोलिनु
पिसोल्नु,फिसोल्नु
फिसोल्नु,पिसोल्नु
पिस्तोल,पिस्तौल
पिस्तौल,पिस्तोल
पिस्नु,फिस्नु
फिस्नु,पिस्नु
पीठक,"पीडक, पीतक"
पीडक,"पीठक, पीतक"
पीतक,"पीठक, पीडक"
पुँक्क,फुँक्क
फुँक्क,पुँक्क
पुँजी,पूँजी
पूँजी,पुँजी
पुँडो,"पुँढो, फुँडो, फुँदो"
पुँढो,"पुँडो, फुँडो, फुँदो"
फुँडो,"पुँडो, पुँढो, फुँदो"
फुँदो,"पुँडो, पुँढो, फुँडो"
पुंकेसर,पुंकेशर
पुंकेशर,पुंकेसर
पुइ,फुई
फुई,पुइ
पुइँ,"फुइँ, पुईँ"
फुइँ,"पुइँ, पुईँ"
पुईँ,"पुइँ, फुइँ"
पुइँकी,फुइँकी
फुइँकी,पुइँकी
पुइयाँ,फुइयाँ
फुइयाँ,पुइयाँ
पुकपाक,फुकफाक
फुकफाक,पुकपाक
पुका,फुका
फुका,पुका
पुकाउनु,फुकाउनु
फुकाउनु,पुकाउनु
पुको,फुको
फुको,पुको
पुक्क,फुक्क
फुक्क,पुक्क
पुगी,पूगी
पूगी,पुगी
पुङ,"पुन, फुङ, फुन"
पुन,"पुङ, फुङ, फुन"
फुङ,"पुङ, पुन, फुन"
फुन,"पुङ, पुन, फुङ"
पुङलिङ,फुङलिङ
फुङलिङ,पुङलिङ
पुङा,पुणा
पुणा,पुङा
पुङो,फुङो
फुङो,पुङो
पुङ्,फुङ्
फुङ्,पुङ्
पुङ्की,पुन्की
पुन्की,पुङ्की
पुचाउनु,पुछाउनु
पुछाउनु,पुचाउनु
पुची,"पुछि, फुची"
पुछि,"पुची, फुची"
फुची,"पुची, पुछि"
पुच्च,पुच्छ
पुच्छ,पुच्च
पुच्छी,फुच्ची
फुच्ची,पुच्छी
पुछ,पूछ
पूछ,पुछ
पुछताछ,पूछताछ
पूछताछ,पुछताछ
पुछपाछ,पूछपाछ
पूछपाछ,पुछपाछ
पुझा,पूजा
पूजा,पुझा
पुञ्जी,पुन्जी
पुन्जी,पुञ्जी
पुट,फुट
फुट,पुट
पुटो,फुटो
फुटो,पुटो
पुट्ट,फुट्ट
फुट्ट,पुट्ट
पुट्टा,फुट्टा
फुट्टा,पुट्टा
पुठ,"पुत, पूठ, पूत"
पुत,"पुठ, पूठ, पूत"
पूठ,"पुठ, पुत, पूत"
पूत,"पुठ, पुत, पूठ"
पुठा,"पुडा, पुता"
पुडा,"पुठा, पुता"
पुता,"पुठा, पुडा"
पुठिया,पुडिया
पुडिया,पुठिया
पुठी,"पुडि, पुडी, पुती, फुडी"
पुडि,"पुठी, पुडी, पुती, फुडी"
पुडी,"पुठी, पुडि, पुती, फुडी"
पुती,"पुठी, पुडि, पुडी, फुडी"
फुडी,"पुठी, पुडि, पुडी, पुती"
पुठो,"पुडो, पुतो"
पुडो,"पुठो, पुतो"
पुतो,"पुठो, पुडो"
पुड्किनु,फुत्किनु
फुत्किनु,पुड्किनु
पुड्को,पुत्को
पुत्को,पुड्को
पुण्ड,पुन्द
पुन्द,पुण्ड
पुण्यशिला,पुण्यशीला
पुण्यशीला,पुण्यशिला
पुतउका,पुतौका
पुतौका,पुतउका
पुतकर,पूतकर
पूतकर,पुतकर
पुतना,पूतना
पूतना,पुतना
पुतपुत,"फुडफुड, फुतफुत"
फुडफुड,"पुतपुत, फुतफुत"
फुतफुत,"पुतपुत, फुडफुड"
पुतपुती,फुतफुती
